content_id,device_id,start,end
20,1,2016-01-01T01:15:48,2016-01-01T01:16:22
32,1,2016-01-01T01:16:22,2016-01-01T01:16:38
16,1,2016-01-01T01:16:38,2016-01-01T01:17:16
12,1,2016-01-01T01:17:16,2016-01-01T01:18:01
75,1,2016-01-01T01:18:01,2016-01-01T01:18:24
4,1,2016-01-01T01:18:24,2016-01-01T01:19:03
87,1,2016-01-01T01:19:03,2016-01-01T01:19:31
97,1,2016-01-01T01:19:31,2016-01-01T01:20:10
47,1,2016-01-01T01:20:10,2016-01-01T01:20:32
97,1,2016-01-01T01:20:32,2016-01-01T01:21:11
36,1,2016-01-01T01:21:11,2016-01-01T01:21:37
5,1,2016-01-01T01:21:37,2016-01-01T01:21:55
50,1,2016-01-01T01:21:55,2016-01-01T01:22:22
62,1,2016-01-01T01:22:22,2016-01-01T01:22:46
46,1,2016-01-01T01:22:46,2016-01-01T01:23:08
48,1,2016-01-01T01:23:08,2016-01-01T01:23:39
8,1,2016-01-01T01:23:39,2016-01-01T01:24:12
47,1,2016-01-01T01:24:12,2016-01-01T01:24:34
62,1,2016-01-01T01:24:34,2016-01-01T01:24:58
89,1,2016-01-01T01:24:58,2016-01-01T01:25:34
32,1,2016-01-01T01:25:34,2016-01-01T01:25:50
83,1,2016-01-01T01:25:50,2016-01-01T01:26:22
96,1,2016-01-01T01:26:22,2016-01-01T01:26:43
84,1,2016-01-01T01:26:43,2016-01-01T01:27:21
51,1,2016-01-01T01:27:21,2016-01-01T01:28:03
48,1,2016-01-01T01:28:03,2016-01-01T01:28:34
98,1,2016-01-01T01:28:34,2016-01-01T01:28:56
33,1,2016-01-01T01:28:56,2016-01-01T01:29:26
29,1,2016-01-01T01:29:26,2016-01-01T01:30:05
6,1,2016-01-01T01:30:05,2016-01-01T01:30:24
12,1,2016-01-01T01:30:24,2016-01-01T01:31:09
95,1,2016-01-01T01:31:09,2016-01-01T01:31:43
33,1,2016-01-01T01:31:43,2016-01-01T01:32:13
7,1,2016-01-01T01:32:13,2016-01-01T01:32:41
25,1,2016-01-01T01:32:41,2016-01-01T01:33:23
14,1,2016-01-01T01:33:23,2016-01-01T01:33:48
23,1,2016-01-01T01:33:48,2016-01-01T01:34:22
66,1,2016-01-01T01:34:22,2016-01-01T01:34:49
96,1,2016-01-01T01:34:49,2016-01-01T01:35:10
79,1,2016-01-01T01:35:10,2016-01-01T01:35:34
70,1,2016-01-01T01:35:34,2016-01-01T01:35:52
77,1,2016-01-01T01:35:52,2016-01-01T01:36:21
93,1,2016-01-01T01:36:21,2016-01-01T01:36:37
9,1,2016-01-01T01:36:37,2016-01-01T01:37:10
31,1,2016-01-01T01:37:10,2016-01-01T01:37:34
61,1,2016-01-01T01:37:34,2016-01-01T01:38:01
5,1,2016-01-01T01:38:01,2016-01-01T01:38:19
11,1,2016-01-01T01:38:19,2016-01-01T01:38:41
37,1,2016-01-01T01:38:41,2016-01-01T01:39:10
22,1,2016-01-01T01:39:10,2016-01-01T01:39:47
45,1,2016-01-01T01:39:47,2016-01-01T01:40:03
51,1,2016-01-01T01:40:03,2016-01-01T01:40:45
52,1,2016-01-01T01:40:45,2016-01-01T01:41:02
40,1,2016-01-01T01:41:02,2016-01-01T01:41:39
73,1,2016-01-01T01:41:39,2016-01-01T01:42:13
76,1,2016-01-01T01:42:13,2016-01-01T01:42:53
98,1,2016-01-01T01:42:53,2016-01-01T01:43:15
12,1,2016-01-01T01:43:15,2016-01-01T01:44:00
86,1,2016-01-01T01:44:00,2016-01-01T01:44:26
10,1,2016-01-01T01:44:26,2016-01-01T01:44:47
12,1,2016-01-01T01:44:47,2016-01-01T01:45:32
96,1,2016-01-01T01:45:32,2016-01-01T01:45:53
92,1,2016-01-01T01:45:53,2016-01-01T01:46:36
13,1,2016-01-01T01:46:36,2016-01-01T01:47:15
34,1,2016-01-01T01:47:15,2016-01-01T01:47:51
80,1,2016-01-01T01:47:51,2016-01-01T01:48:09
97,1,2016-01-01T01:48:09,2016-01-01T01:48:48
95,1,2016-01-01T01:48:48,2016-01-01T01:49:22
29,1,2016-01-01T01:49:22,2016-01-01T01:50:01
86,1,2016-01-01T01:50:01,2016-01-01T01:50:27
99,1,2016-01-01T01:50:27,2016-01-01T01:50:46
61,1,2016-01-01T01:50:46,2016-01-01T01:51:13
67,1,2016-01-01T01:51:13,2016-01-01T01:51:51
82,1,2016-01-01T01:51:51,2016-01-01T01:52:26
13,1,2016-01-01T01:52:26,2016-01-01T01:53:05
62,1,2016-01-01T01:53:05,2016-01-01T01:53:29
37,1,2016-01-01T01:53:29,2016-01-01T01:53:58
51,1,2016-01-01T01:53:58,2016-01-01T01:54:40
21,1,2016-01-01T01:54:40,2016-01-01T01:55:01
4,1,2016-01-01T01:55:01,2016-01-01T01:55:40
99,1,2016-01-01T01:55:40,2016-01-01T01:55:59
72,1,2016-01-01T01:55:59,2016-01-01T01:56:35
72,1,2016-01-01T01:56:35,2016-01-01T01:57:11
30,1,2016-01-01T01:57:11,2016-01-01T01:57:43
40,1,2016-01-01T01:57:43,2016-01-01T01:58:20
53,1,2016-01-01T01:58:20,2016-01-01T01:58:43
47,1,2016-01-01T01:58:43,2016-01-01T01:59:05
40,1,2016-01-01T01:59:05,2016-01-01T01:59:42
52,1,2016-01-01T01:59:42,2016-01-01T01:59:59
62,1,2016-01-01T01:59:59,2016-01-01T02:00:23
58,1,2016-01-01T02:00:23,2016-01-01T02:01:08
89,1,2016-01-01T02:01:08,2016-01-01T02:01:44
8,1,2016-01-01T02:01:44,2016-01-01T02:02:17
38,1,2016-01-01T02:02:17,2016-01-01T02:02:40
45,1,2016-01-01T02:02:40,2016-01-01T02:02:56
94,1,2016-01-01T02:02:56,2016-01-01T02:03:28
87,1,2016-01-01T02:03:28,2016-01-01T02:03:56
18,1,2016-01-01T02:03:56,2016-01-01T02:04:29
83,1,2016-01-01T02:04:29,2016-01-01T02:05:01
30,1,2016-01-01T02:05:01,2016-01-01T02:05:33
98,1,2016-01-01T02:05:33,2016-01-01T02:05:55
91,1,2016-01-01T02:05:55,2016-01-01T02:06:22
1,1,2016-01-01T02:06:22,2016-01-01T02:07:02
52,1,2016-01-01T02:07:02,2016-01-01T02:07:19
45,1,2016-01-01T02:07:19,2016-01-01T02:07:35
7,1,2016-01-01T02:07:35,2016-01-01T02:08:03
77,1,2016-01-01T02:08:03,2016-01-01T02:08:32
95,1,2016-01-01T02:08:32,2016-01-01T02:09:06
88,1,2016-01-01T02:09:06,2016-01-01T02:09:25
83,1,2016-01-01T02:09:25,2016-01-01T02:09:57
84,1,2016-01-01T02:09:57,2016-01-01T02:10:35
50,1,2016-01-01T02:10:35,2016-01-01T02:11:02
62,1,2016-01-01T02:11:02,2016-01-01T02:11:26
39,1,2016-01-01T02:11:26,2016-01-01T02:11:52
99,1,2016-01-01T02:11:52,2016-01-01T02:12:11
44,1,2016-01-01T02:12:11,2016-01-01T02:12:28
53,1,2016-01-01T02:12:28,2016-01-01T02:12:51
88,1,2016-01-01T02:12:51,2016-01-01T02:13:10
12,1,2016-01-01T02:13:10,2016-01-01T02:13:55
64,1,2016-01-01T02:13:55,2016-01-01T02:14:10
44,1,2016-01-01T02:14:10,2016-01-01T02:14:27
53,1,2016-01-01T02:14:27,2016-01-01T02:14:50
27,1,2016-01-01T02:14:50,2016-01-01T02:15:23
53,1,2016-01-01T02:15:23,2016-01-01T02:15:46
54,1,2016-01-01T02:15:46,2016-01-01T02:16:22
57,1,2016-01-01T02:16:22,2016-01-01T02:17:00
17,1,2016-01-01T02:17:00,2016-01-01T02:17:33
22,1,2016-01-01T02:17:33,2016-01-01T02:18:10
80,1,2016-01-01T02:18:10,2016-01-01T02:18:28
46,1,2016-01-01T02:18:28,2016-01-01T02:18:50
23,1,2016-01-01T02:18:50,2016-01-01T02:19:24
87,1,2016-01-01T02:19:24,2016-01-01T02:19:52
72,1,2016-01-01T02:19:52,2016-01-01T02:20:28
10,1,2016-01-01T02:20:28,2016-01-01T02:20:49
85,1,2016-01-01T02:20:49,2016-01-01T02:21:09
64,1,2016-01-01T02:21:09,2016-01-01T02:21:24
66,1,2016-01-01T02:21:24,2016-01-01T02:21:51
19,1,2016-01-01T02:21:51,2016-01-01T02:22:36
65,1,2016-01-01T02:22:36,2016-01-01T02:23:10
100,1,2016-01-01T02:23:10,2016-01-01T02:23:55
14,1,2016-01-01T02:23:55,2016-01-01T02:24:20
21,1,2016-01-01T02:24:20,2016-01-01T02:24:41
64,1,2016-01-01T02:24:41,2016-01-01T02:24:56
99,1,2016-01-01T02:24:56,2016-01-01T02:25:15
95,1,2016-01-01T02:25:15,2016-01-01T02:25:49
58,1,2016-01-01T02:25:49,2016-01-01T02:26:34
20,1,2016-01-01T02:26:34,2016-01-01T02:27:08
67,1,2016-01-01T02:27:08,2016-01-01T02:27:46
82,1,2016-01-01T02:27:46,2016-01-01T02:28:21
96,1,2016-01-01T02:28:21,2016-01-01T02:28:42
6,1,2016-01-01T02:28:42,2016-01-01T02:29:01
8,1,2016-01-01T02:29:01,2016-01-01T02:29:34
11,1,2016-01-01T02:29:34,2016-01-01T02:29:56
49,1,2016-01-01T02:29:56,2016-01-01T02:30:34
58,1,2016-01-01T02:30:34,2016-01-01T02:31:19
80,1,2016-01-01T02:31:19,2016-01-01T02:31:37
72,1,2016-01-01T02:31:37,2016-01-01T02:32:13
76,1,2016-01-01T02:32:13,2016-01-01T02:32:53
80,1,2016-01-01T02:32:53,2016-01-01T02:33:11
47,1,2016-01-01T02:33:11,2016-01-01T02:33:33
55,1,2016-01-01T02:33:33,2016-01-01T02:34:11
19,1,2016-01-01T02:34:11,2016-01-01T02:34:56
43,1,2016-01-01T02:34:56,2016-01-01T02:35:25
18,1,2016-01-01T02:35:25,2016-01-01T02:35:58
36,1,2016-01-01T02:35:58,2016-01-01T02:36:24
20,1,2016-01-01T02:36:24,2016-01-01T02:36:58
46,1,2016-01-01T02:36:58,2016-01-01T02:37:20
86,1,2016-01-01T02:37:20,2016-01-01T02:37:46
24,1,2016-01-01T02:37:46,2016-01-01T02:38:25
2,1,2016-01-01T02:38:25,2016-01-01T02:38:59
72,1,2016-01-01T02:38:59,2016-01-01T02:39:35
96,1,2016-01-01T02:39:35,2016-01-01T02:39:56
50,1,2016-01-01T02:39:56,2016-01-01T02:40:23
93,1,2016-01-01T02:40:23,2016-01-01T02:40:39
60,1,2016-01-01T02:40:39,2016-01-01T02:41:02
67,1,2016-01-01T02:41:02,2016-01-01T02:41:40
35,1,2016-01-01T02:41:40,2016-01-01T02:42:03
16,1,2016-01-01T02:42:03,2016-01-01T02:42:41
70,1,2016-01-01T02:42:41,2016-01-01T02:42:59
54,1,2016-01-01T02:42:59,2016-01-01T02:43:35
82,1,2016-01-01T02:43:35,2016-01-01T02:44:10
51,1,2016-01-01T02:44:10,2016-01-01T02:44:52
71,1,2016-01-01T02:44:52,2016-01-01T02:45:07
90,1,2016-01-01T02:45:07,2016-01-01T02:45:43
27,1,2016-01-01T02:45:43,2016-01-01T02:46:16
20,1,2016-01-01T02:46:16,2016-01-01T02:46:50
95,1,2016-01-01T02:46:50,2016-01-01T02:47:24
24,1,2016-01-01T02:47:24,2016-01-01T02:48:03
80,1,2016-01-01T02:48:03,2016-01-01T02:48:21
4,1,2016-01-01T02:48:21,2016-01-01T02:49:00
90,1,2016-01-01T02:49:00,2016-01-01T02:49:36
5,1,2016-01-01T02:49:36,2016-01-01T02:49:54
54,1,2016-01-01T02:49:54,2016-01-01T02:50:30
65,1,2016-01-01T02:50:30,2016-01-01T02:51:04
10,1,2016-01-01T02:51:04,2016-01-01T02:51:25
40,1,2016-01-01T02:51:25,2016-01-01T02:52:02
24,1,2016-01-01T02:52:02,2016-01-01T02:52:41
83,1,2016-01-01T02:52:41,2016-01-01T02:53:13
83,1,2016-01-01T02:53:13,2016-01-01T02:53:45
22,1,2016-01-01T02:53:45,2016-01-01T02:54:22
59,1,2016-01-01T02:54:22,2016-01-01T02:54:50
54,1,2016-01-01T02:54:50,2016-01-01T02:55:26
81,1,2016-01-01T02:55:26,2016-01-01T02:55:48
37,1,2016-01-01T02:55:48,2016-01-01T02:56:17
74,1,2016-01-01T02:56:17,2016-01-01T02:56:58
60,1,2016-01-01T02:56:58,2016-01-01T02:57:21
53,1,2016-01-01T02:57:21,2016-01-01T02:57:44
14,1,2016-01-01T02:57:44,2016-01-01T02:58:09
32,1,2016-01-01T02:58:09,2016-01-01T02:58:25
16,1,2016-01-01T02:58:25,2016-01-01T02:59:03
48,1,2016-01-01T02:59:03,2016-01-01T02:59:34
64,1,2016-01-01T02:59:34,2016-01-01T02:59:49
28,1,2016-01-01T02:59:49,2016-01-01T03:00:14
81,1,2016-01-01T03:00:14,2016-01-01T03:00:36
76,1,2016-01-01T03:00:36,2016-01-01T03:01:16
4,1,2016-01-01T03:01:16,2016-01-01T03:01:55
13,1,2016-01-01T03:01:55,2016-01-01T03:02:34
74,1,2016-01-01T03:02:34,2016-01-01T03:03:15
45,1,2016-01-01T03:03:15,2016-01-01T03:03:31
78,1,2016-01-01T03:03:31,2016-01-01T03:03:58
40,1,2016-01-01T03:03:58,2016-01-01T03:04:35
22,1,2016-01-01T03:04:35,2016-01-01T03:05:12
9,1,2016-01-01T03:05:12,2016-01-01T03:05:45
11,1,2016-01-01T03:05:45,2016-01-01T03:06:07
57,1,2016-01-01T03:06:07,2016-01-01T03:06:45
18,1,2016-01-01T03:06:45,2016-01-01T03:07:18
13,1,2016-01-01T03:07:18,2016-01-01T03:07:57
4,1,2016-01-01T03:07:57,2016-01-01T03:08:36
30,1,2016-01-01T03:08:36,2016-01-01T03:09:08
41,1,2016-01-01T03:09:08,2016-01-01T03:09:43
56,1,2016-01-01T03:09:43,2016-01-01T03:10:28
79,1,2016-01-01T03:10:28,2016-01-01T03:10:52
42,1,2016-01-01T03:10:52,2016-01-01T03:11:27
27,1,2016-01-01T03:11:27,2016-01-01T03:12:00
54,1,2016-01-01T03:12:00,2016-01-01T03:12:36
40,1,2016-01-01T03:12:36,2016-01-01T03:13:13
2,1,2016-01-01T03:13:13,2016-01-01T03:13:47
57,1,2016-01-01T03:13:47,2016-01-01T03:14:25
41,1,2016-01-01T03:14:25,2016-01-01T03:15:00
96,1,2016-01-01T03:15:00,2016-01-01T03:15:21
34,1,2016-01-01T03:15:21,2016-01-01T03:15:57
42,1,2016-01-01T03:15:57,2016-01-01T03:16:32
17,1,2016-01-01T03:16:32,2016-01-01T03:17:05
59,1,2016-01-01T03:17:05,2016-01-01T03:17:33
15,1,2016-01-01T03:17:33,2016-01-01T03:18:10
93,1,2016-01-01T03:18:10,2016-01-01T03:18:26
69,1,2016-01-01T03:18:26,2016-01-01T03:19:00
50,1,2016-01-01T03:19:00,2016-01-01T03:19:27
68,1,2016-01-01T03:19:27,2016-01-01T03:19:56
74,1,2016-01-01T03:19:56,2016-01-01T03:20:37
57,1,2016-01-01T03:20:37,2016-01-01T03:21:15
27,1,2016-01-01T03:21:15,2016-01-01T03:21:48
51,1,2016-01-01T03:21:48,2016-01-01T03:22:30
65,1,2016-01-01T03:22:30,2016-01-01T03:23:04
82,1,2016-01-01T03:23:04,2016-01-01T03:23:39
66,1,2016-01-01T03:23:39,2016-01-01T03:24:06
81,1,2016-01-01T03:24:06,2016-01-01T03:24:28
5,1,2016-01-01T03:24:28,2016-01-01T03:24:46
98,1,2016-01-01T03:24:46,2016-01-01T03:25:08
83,1,2016-01-01T03:25:08,2016-01-01T03:25:40
29,1,2016-01-01T03:25:40,2016-01-01T03:26:19
58,1,2016-01-01T03:26:19,2016-01-01T03:27:04
82,1,2016-01-01T03:27:04,2016-01-01T03:27:39
4,1,2016-01-01T03:27:39,2016-01-01T03:28:18
93,1,2016-01-01T03:28:18,2016-01-01T03:28:34
29,1,2016-01-01T03:28:34,2016-01-01T03:29:13
85,1,2016-01-01T03:29:13,2016-01-01T03:29:33
24,1,2016-01-01T03:29:33,2016-01-01T03:30:12
79,1,2016-01-01T03:30:12,2016-01-01T03:30:36
46,1,2016-01-01T03:30:36,2016-01-01T03:30:58
79,1,2016-01-01T03:30:58,2016-01-01T03:31:22
83,1,2016-01-01T03:31:22,2016-01-01T03:31:54
61,1,2016-01-01T03:31:54,2016-01-01T03:32:21
3,1,2016-01-01T03:32:21,2016-01-01T03:32:58
17,1,2016-01-01T03:32:58,2016-01-01T03:33:31
70,1,2016-01-01T03:33:31,2016-01-01T03:33:49
15,1,2016-01-01T03:33:49,2016-01-01T03:34:26
55,1,2016-01-01T03:34:26,2016-01-01T03:35:04
54,1,2016-01-01T03:35:04,2016-01-01T03:35:40
51,1,2016-01-01T03:35:40,2016-01-01T03:36:22
57,1,2016-01-01T03:36:22,2016-01-01T03:37:00
56,1,2016-01-01T03:37:00,2016-01-01T03:37:45
45,1,2016-01-01T03:37:45,2016-01-01T03:38:01
51,1,2016-01-01T03:38:01,2016-01-01T03:38:43
90,1,2016-01-01T03:38:43,2016-01-01T03:39:19
82,1,2016-01-01T03:39:19,2016-01-01T03:39:54
7,1,2016-01-01T03:39:54,2016-01-01T03:40:22
51,1,2016-01-01T03:40:22,2016-01-01T03:41:04
35,1,2016-01-01T03:41:04,2016-01-01T03:41:27
75,1,2016-01-01T03:41:27,2016-01-01T03:41:50
9,1,2016-01-01T03:41:50,2016-01-01T03:42:23
43,1,2016-01-01T03:42:23,2016-01-01T03:42:52
70,1,2016-01-01T03:42:52,2016-01-01T03:43:10
55,1,2016-01-01T03:43:10,2016-01-01T03:43:48
6,1,2016-01-01T03:43:48,2016-01-01T03:44:07
42,1,2016-01-01T03:44:07,2016-01-01T03:44:42
62,1,2016-01-01T03:44:42,2016-01-01T03:45:06
80,1,2016-01-01T03:45:06,2016-01-01T03:45:24
33,1,2016-01-01T03:45:24,2016-01-01T03:45:54
41,1,2016-01-01T03:45:54,2016-01-01T03:46:29
2,1,2016-01-01T03:46:29,2016-01-01T03:47:03
41,1,2016-01-01T03:47:03,2016-01-01T03:47:38
25,1,2016-01-01T03:47:38,2016-01-01T03:48:20
62,1,2016-01-01T03:48:20,2016-01-01T03:48:44
56,1,2016-01-01T03:48:44,2016-01-01T03:49:29
52,1,2016-01-01T03:49:29,2016-01-01T03:49:46
69,1,2016-01-01T03:49:46,2016-01-01T03:50:20
91,1,2016-01-01T03:50:20,2016-01-01T03:50:47
20,1,2016-01-01T03:50:47,2016-01-01T03:51:21
44,1,2016-01-01T03:51:21,2016-01-01T03:51:38
91,1,2016-01-01T03:51:38,2016-01-01T03:52:05
93,1,2016-01-01T03:52:05,2016-01-01T03:52:21
82,1,2016-01-01T03:52:21,2016-01-01T03:52:56
67,1,2016-01-01T03:52:56,2016-01-01T03:53:34
83,1,2016-01-01T03:53:34,2016-01-01T03:54:06
44,1,2016-01-01T03:54:06,2016-01-01T03:54:23
14,1,2016-01-01T03:54:23,2016-01-01T03:54:48
22,1,2016-01-01T03:54:48,2016-01-01T03:55:25
31,1,2016-01-01T03:55:25,2016-01-01T03:55:49
10,1,2016-01-01T03:55:49,2016-01-01T03:56:10
