content_id,device_id,start,end
6,2,2016-01-01T00:19:32,2016-01-01T00:19:51
19,2,2016-01-01T00:19:51,2016-01-01T00:20:36
51,2,2016-01-01T00:20:36,2016-01-01T00:21:18
24,2,2016-01-01T00:21:18,2016-01-01T00:21:57
52,2,2016-01-01T00:21:57,2016-01-01T00:22:14
42,2,2016-01-01T00:22:14,2016-01-01T00:22:49
43,2,2016-01-01T00:22:49,2016-01-01T00:23:18
40,2,2016-01-01T00:23:18,2016-01-01T00:23:55
73,2,2016-01-01T00:23:55,2016-01-01T00:24:29
97,2,2016-01-01T00:24:29,2016-01-01T00:25:08
26,2,2016-01-01T00:25:08,2016-01-01T00:25:31
69,2,2016-01-01T00:25:31,2016-01-01T00:26:05
9,2,2016-01-01T00:26:05,2016-01-01T00:26:38
86,2,2016-01-01T00:26:38,2016-01-01T00:27:04
39,2,2016-01-01T00:27:04,2016-01-01T00:27:30
26,2,2016-01-01T00:27:30,2016-01-01T00:27:53
90,2,2016-01-01T00:27:53,2016-01-01T00:28:29
56,2,2016-01-01T00:28:29,2016-01-01T00:29:14
95,2,2016-01-01T00:29:14,2016-01-01T00:29:48
26,2,2016-01-01T00:29:48,2016-01-01T00:30:11
28,2,2016-01-01T00:30:11,2016-01-01T00:30:36
39,2,2016-01-01T00:30:36,2016-01-01T00:31:02
15,2,2016-01-01T00:31:02,2016-01-01T00:31:39
69,2,2016-01-01T00:31:39,2016-01-01T00:32:13
19,2,2016-01-01T00:32:13,2016-01-01T00:32:58
89,2,2016-01-01T00:32:58,2016-01-01T00:33:34
74,2,2016-01-01T00:33:34,2016-01-01T00:34:15
33,2,2016-01-01T00:34:15,2016-01-01T00:34:45
10,2,2016-01-01T00:34:45,2016-01-01T00:35:06
92,2,2016-01-01T00:35:06,2016-01-01T00:35:49
24,2,2016-01-01T00:35:49,2016-01-01T00:36:28
25,2,2016-01-01T00:36:28,2016-01-01T00:37:10
99,2,2016-01-01T00:37:10,2016-01-01T00:37:29
100,2,2016-01-01T00:37:29,2016-01-01T00:38:14
75,2,2016-01-01T00:38:14,2016-01-01T00:38:37
64,2,2016-01-01T00:38:37,2016-01-01T00:38:52
92,2,2016-01-01T00:38:52,2016-01-01T00:39:35
57,2,2016-01-01T00:39:35,2016-01-01T00:40:13
31,2,2016-01-01T00:40:13,2016-01-01T00:40:37
23,2,2016-01-01T00:40:37,2016-01-01T00:41:11
42,2,2016-01-01T00:41:11,2016-01-01T00:41:46
49,2,2016-01-01T00:41:46,2016-01-01T00:42:24
1,2,2016-01-01T00:42:24,2016-01-01T00:43:04
66,2,2016-01-01T00:43:04,2016-01-01T00:43:31
37,2,2016-01-01T00:43:31,2016-01-01T00:44:00
45,2,2016-01-01T00:44:00,2016-01-01T00:44:16
4,2,2016-01-01T00:44:16,2016-01-01T00:44:55
45,2,2016-01-01T00:44:55,2016-01-01T00:45:11
14,2,2016-01-01T00:45:11,2016-01-01T00:45:36
41,2,2016-01-01T00:45:36,2016-01-01T00:46:11
58,2,2016-01-01T00:46:11,2016-01-01T00:46:56
65,2,2016-01-01T00:46:56,2016-01-01T00:47:30
53,2,2016-01-01T00:47:30,2016-01-01T00:47:53
63,2,2016-01-01T00:47:53,2016-01-01T00:48:11
4,2,2016-01-01T00:48:11,2016-01-01T00:48:50
18,2,2016-01-01T00:48:50,2016-01-01T00:49:23
52,2,2016-01-01T00:49:23,2016-01-01T00:49:40
12,2,2016-01-01T00:49:40,2016-01-01T00:50:25
58,2,2016-01-01T00:50:25,2016-01-01T00:51:10
17,2,2016-01-01T00:51:10,2016-01-01T00:51:43
93,2,2016-01-01T00:51:43,2016-01-01T00:51:59
71,2,2016-01-01T00:51:59,2016-01-01T00:52:14
56,2,2016-01-01T00:52:14,2016-01-01T00:52:59
16,2,2016-01-01T00:52:59,2016-01-01T00:53:37
47,2,2016-01-01T00:53:37,2016-01-01T00:53:59
23,2,2016-01-01T00:53:59,2016-01-01T00:54:33
3,2,2016-01-01T00:54:33,2016-01-01T00:55:10
97,2,2016-01-01T00:55:10,2016-01-01T00:55:49
33,2,2016-01-01T00:55:49,2016-01-01T00:56:19
95,2,2016-01-01T00:56:19,2016-01-01T00:56:53
68,2,2016-01-01T00:56:53,2016-01-01T00:57:22
49,2,2016-01-01T00:57:22,2016-01-01T00:58:00
49,2,2016-01-01T00:58:00,2016-01-01T00:58:38
9,2,2016-01-01T00:58:38,2016-01-01T00:59:11
70,2,2016-01-01T00:59:11,2016-01-01T00:59:29
81,2,2016-01-01T00:59:29,2016-01-01T00:59:51
71,2,2016-01-01T00:59:51,2016-01-01T01:00:06
10,2,2016-01-01T01:00:06,2016-01-01T01:00:27
24,2,2016-01-01T01:00:27,2016-01-01T01:01:06
23,2,2016-01-01T01:01:06,2016-01-01T01:01:40
40,2,2016-01-01T01:01:40,2016-01-01T01:02:17
3,2,2016-01-01T01:02:17,2016-01-01T01:02:54
90,2,2016-01-01T01:02:54,2016-01-01T01:03:30
36,2,2016-01-01T01:03:30,2016-01-01T01:03:56
16,2,2016-01-01T01:03:56,2016-01-01T01:04:34
74,2,2016-01-01T01:04:34,2016-01-01T01:05:15
68,2,2016-01-01T01:05:15,2016-01-01T01:05:44
38,2,2016-01-01T01:05:44,2016-01-01T01:06:07
51,2,2016-01-01T01:06:07,2016-01-01T01:06:49
12,2,2016-01-01T01:06:49,2016-01-01T01:07:34
32,2,2016-01-01T01:07:34,2016-01-01T01:07:50
21,2,2016-01-01T01:07:50,2016-01-01T01:08:11
66,2,2016-01-01T01:08:11,2016-01-01T01:08:38
42,2,2016-01-01T01:08:38,2016-01-01T01:09:13
95,2,2016-01-01T01:09:13,2016-01-01T01:09:47
42,2,2016-01-01T01:09:47,2016-01-01T01:10:22
32,2,2016-01-01T01:10:22,2016-01-01T01:10:38
15,2,2016-01-01T01:10:38,2016-01-01T01:11:15
19,2,2016-01-01T01:11:15,2016-01-01T01:12:00
29,2,2016-01-01T01:12:00,2016-01-01T01:12:39
70,2,2016-01-01T01:12:39,2016-01-01T01:12:57
44,2,2016-01-01T01:12:57,2016-01-01T01:13:14
68,2,2016-01-01T01:13:14,2016-01-01T01:13:43
40,2,2016-01-01T01:13:43,2016-01-01T01:14:20
47,2,2016-01-01T01:14:20,2016-01-01T01:14:42
32,2,2016-01-01T01:14:42,2016-01-01T01:14:58
50,2,2016-01-01T01:14:58,2016-01-01T01:15:25
69,2,2016-01-01T01:15:25,2016-01-01T01:15:59
13,2,2016-01-01T01:15:59,2016-01-01T01:16:38
34,2,2016-01-01T01:16:38,2016-01-01T01:17:14
79,2,2016-01-01T01:17:14,2016-01-01T01:17:38
40,2,2016-01-01T01:17:38,2016-01-01T01:18:15
38,2,2016-01-01T01:18:15,2016-01-01T01:18:38
4,2,2016-01-01T01:18:38,2016-01-01T01:19:17
19,2,2016-01-01T01:19:17,2016-01-01T01:20:02
98,2,2016-01-01T01:20:02,2016-01-01T01:20:24
53,2,2016-01-01T01:20:24,2016-01-01T01:20:47
95,2,2016-01-01T01:20:47,2016-01-01T01:21:21
19,2,2016-01-01T01:21:21,2016-01-01T01:22:06
48,2,2016-01-01T01:22:06,2016-01-01T01:22:37
64,2,2016-01-01T01:22:37,2016-01-01T01:22:52
71,2,2016-01-01T01:22:52,2016-01-01T01:23:07
36,2,2016-01-01T01:23:07,2016-01-01T01:23:33
61,2,2016-01-01T01:23:33,2016-01-01T01:24:00
75,2,2016-01-01T01:24:00,2016-01-01T01:24:23
71,2,2016-01-01T01:24:23,2016-01-01T01:24:38
67,2,2016-01-01T01:24:38,2016-01-01T01:25:16
49,2,2016-01-01T01:25:16,2016-01-01T01:25:54
70,2,2016-01-01T01:25:54,2016-01-01T01:26:12
84,2,2016-01-01T01:26:12,2016-01-01T01:26:50
87,2,2016-01-01T01:26:50,2016-01-01T01:27:18
82,2,2016-01-01T01:27:18,2016-01-01T01:27:53
10,2,2016-01-01T01:27:53,2016-01-01T01:28:14
76,2,2016-01-01T01:28:14,2016-01-01T01:28:54
8,2,2016-01-01T01:28:54,2016-01-01T01:29:27
8,2,2016-01-01T01:29:27,2016-01-01T01:30:00
28,2,2016-01-01T01:30:00,2016-01-01T01:30:25
88,2,2016-01-01T01:30:25,2016-01-01T01:30:44
51,2,2016-01-01T01:30:44,2016-01-01T01:31:26
46,2,2016-01-01T01:31:26,2016-01-01T01:31:48
85,2,2016-01-01T01:31:48,2016-01-01T01:32:08
56,2,2016-01-01T01:32:08,2016-01-01T01:32:53
16,2,2016-01-01T01:32:53,2016-01-01T01:33:31
82,2,2016-01-01T01:33:31,2016-01-01T01:34:06
4,2,2016-01-01T01:34:06,2016-01-01T01:34:45
74,2,2016-01-01T01:34:45,2016-01-01T01:35:26
8,2,2016-01-01T01:35:26,2016-01-01T01:35:59
82,2,2016-01-01T01:35:59,2016-01-01T01:36:34
84,2,2016-01-01T01:36:34,2016-01-01T01:37:12
83,2,2016-01-01T01:37:12,2016-01-01T01:37:44
26,2,2016-01-01T01:37:44,2016-01-01T01:38:07
90,2,2016-01-01T01:38:07,2016-01-01T01:38:43
79,2,2016-01-01T01:38:43,2016-01-01T01:39:07
45,2,2016-01-01T01:39:07,2016-01-01T01:39:23
43,2,2016-01-01T01:39:23,2016-01-01T01:39:52
92,2,2016-01-01T01:39:52,2016-01-01T01:40:35
100,2,2016-01-01T01:40:35,2016-01-01T01:41:20
74,2,2016-01-01T01:41:20,2016-01-01T01:42:01
11,2,2016-01-01T01:42:01,2016-01-01T01:42:23
47,2,2016-01-01T01:42:23,2016-01-01T01:42:45
9,2,2016-01-01T01:42:45,2016-01-01T01:43:18
75,2,2016-01-01T01:43:18,2016-01-01T01:43:41
75,2,2016-01-01T01:43:41,2016-01-01T01:44:04
2,2,2016-01-01T01:44:04,2016-01-01T01:44:38
18,2,2016-01-01T01:44:38,2016-01-01T01:45:11
38,2,2016-01-01T01:45:11,2016-01-01T01:45:34
11,2,2016-01-01T01:45:34,2016-01-01T01:45:56
70,2,2016-01-01T01:45:56,2016-01-01T01:46:14
82,2,2016-01-01T01:46:14,2016-01-01T01:46:49
69,2,2016-01-01T01:46:49,2016-01-01T01:47:23
33,2,2016-01-01T01:47:23,2016-01-01T01:47:53
31,2,2016-01-01T01:47:53,2016-01-01T01:48:17
5,2,2016-01-01T01:48:17,2016-01-01T01:48:35
86,2,2016-01-01T01:48:35,2016-01-01T01:49:01
43,2,2016-01-01T01:49:01,2016-01-01T01:49:30
50,2,2016-01-01T01:49:30,2016-01-01T01:49:57
18,2,2016-01-01T01:49:57,2016-01-01T01:50:30
10,2,2016-01-01T01:50:30,2016-01-01T01:50:51
12,2,2016-01-01T01:50:51,2016-01-01T01:51:36
41,2,2016-01-01T01:51:36,2016-01-01T01:52:11
41,2,2016-01-01T01:52:11,2016-01-01T01:52:46
38,2,2016-01-01T01:52:46,2016-01-01T01:53:09
54,2,2016-01-01T01:53:09,2016-01-01T01:53:45
49,2,2016-01-01T01:53:45,2016-01-01T01:54:23
89,2,2016-01-01T01:54:23,2016-01-01T01:54:59
85,2,2016-01-01T01:54:59,2016-01-01T01:55:19
58,2,2016-01-01T01:55:19,2016-01-01T01:56:04
12,2,2016-01-01T01:56:04,2016-01-01T01:56:49
98,2,2016-01-01T01:56:49,2016-01-01T01:57:11
94,2,2016-01-01T01:57:11,2016-01-01T01:57:43
73,2,2016-01-01T01:57:43,2016-01-01T01:58:17
41,2,2016-01-01T01:58:17,2016-01-01T01:58:52
58,2,2016-01-01T01:58:52,2016-01-01T01:59:37
94,2,2016-01-01T01:59:37,2016-01-01T02:00:09
66,2,2016-01-01T02:00:09,2016-01-01T02:00:36
70,2,2016-01-01T02:00:36,2016-01-01T02:00:54
4,2,2016-01-01T02:00:54,2016-01-01T02:01:33
32,2,2016-01-01T02:01:33,2016-01-01T02:01:49
82,2,2016-01-01T02:01:49,2016-01-01T02:02:24
79,2,2016-01-01T02:02:24,2016-01-01T02:02:48
100,2,2016-01-01T02:02:48,2016-01-01T02:03:33
85,2,2016-01-01T02:03:33,2016-01-01T02:03:53
34,2,2016-01-01T02:03:53,2016-01-01T02:04:29
65,2,2016-01-01T02:04:29,2016-01-01T02:05:03
54,2,2016-01-01T02:05:03,2016-01-01T02:05:39
13,2,2016-01-01T02:05:39,2016-01-01T02:06:18
76,2,2016-01-01T02:06:18,2016-01-01T02:06:58
13,2,2016-01-01T02:06:58,2016-01-01T02:07:37
32,2,2016-01-01T02:07:37,2016-01-01T02:07:53
93,2,2016-01-01T02:07:53,2016-01-01T02:08:09
31,2,2016-01-01T02:08:09,2016-01-01T02:08:33
100,2,2016-01-01T02:08:33,2016-01-01T02:09:18
20,2,2016-01-01T02:09:18,2016-01-01T02:09:52
40,2,2016-01-01T02:09:52,2016-01-01T02:10:29
69,2,2016-01-01T02:10:29,2016-01-01T02:11:03
76,2,2016-01-01T02:11:03,2016-01-01T02:11:43
85,2,2016-01-01T02:11:43,2016-01-01T02:12:03
6,2,2016-01-01T02:12:03,2016-01-01T02:12:22
15,2,2016-01-01T02:12:22,2016-01-01T02:12:59
21,2,2016-01-01T02:12:59,2016-01-01T02:13:20
76,2,2016-01-01T02:13:20,2016-01-01T02:14:00
29,2,2016-01-01T02:14:00,2016-01-01T02:14:39
97,2,2016-01-01T02:14:39,2016-01-01T02:15:18
78,2,2016-01-01T02:15:18,2016-01-01T02:15:45
41,2,2016-01-01T02:15:45,2016-01-01T02:16:20
76,2,2016-01-01T02:16:20,2016-01-01T02:17:00
28,2,2016-01-01T02:17:00,2016-01-01T02:17:25
71,2,2016-01-01T02:17:25,2016-01-01T02:17:40
37,2,2016-01-01T02:17:40,2016-01-01T02:18:09
92,2,2016-01-01T02:18:09,2016-01-01T02:18:52
74,2,2016-01-01T02:18:52,2016-01-01T02:19:33
36,2,2016-01-01T02:19:33,2016-01-01T02:19:59
75,2,2016-01-01T02:19:59,2016-01-01T02:20:22
28,2,2016-01-01T02:20:22,2016-01-01T02:20:47
18,2,2016-01-01T02:20:47,2016-01-01T02:21:20
25,2,2016-01-01T02:21:20,2016-01-01T02:22:02
89,2,2016-01-01T02:22:02,2016-01-01T02:22:38
99,2,2016-01-01T02:22:38,2016-01-01T02:22:57
34,2,2016-01-01T02:22:57,2016-01-01T02:23:33
65,2,2016-01-01T02:23:33,2016-01-01T02:24:07
71,2,2016-01-01T02:24:07,2016-01-01T02:24:22
12,2,2016-01-01T02:24:22,2016-01-01T02:25:07
4,2,2016-01-01T02:25:07,2016-01-01T02:25:46
37,2,2016-01-01T02:25:46,2016-01-01T02:26:15
63,2,2016-01-01T02:26:15,2016-01-01T02:26:33
45,2,2016-01-01T02:26:33,2016-01-01T02:26:49
44,2,2016-01-01T02:26:49,2016-01-01T02:27:06
25,2,2016-01-01T02:27:06,2016-01-01T02:27:48
30,2,2016-01-01T02:27:48,2016-01-01T02:28:20
91,2,2016-01-01T02:28:20,2016-01-01T02:28:47
26,2,2016-01-01T02:28:47,2016-01-01T02:29:10
11,2,2016-01-01T02:29:10,2016-01-01T02:29:32
71,2,2016-01-01T02:29:32,2016-01-01T02:29:47
3,2,2016-01-01T02:29:47,2016-01-01T02:30:24
68,2,2016-01-01T02:30:24,2016-01-01T02:30:53
20,2,2016-01-01T02:30:53,2016-01-01T02:31:27
4,2,2016-01-01T02:31:27,2016-01-01T02:32:06
60,2,2016-01-01T02:32:06,2016-01-01T02:32:29
13,2,2016-01-01T02:32:29,2016-01-01T02:33:08
49,2,2016-01-01T02:33:08,2016-01-01T02:33:46
10,2,2016-01-01T02:33:46,2016-01-01T02:34:07
68,2,2016-01-01T02:34:07,2016-01-01T02:34:36
44,2,2016-01-01T02:34:36,2016-01-01T02:34:53
93,2,2016-01-01T02:34:53,2016-01-01T02:35:09
31,2,2016-01-01T02:35:09,2016-01-01T02:35:33
22,2,2016-01-01T02:35:33,2016-01-01T02:36:10
76,2,2016-01-01T02:36:10,2016-01-01T02:36:50
65,2,2016-01-01T02:36:50,2016-01-01T02:37:24
54,2,2016-01-01T02:37:24,2016-01-01T02:38:00
30,2,2016-01-01T02:38:00,2016-01-01T02:38:32
17,2,2016-01-01T02:38:32,2016-01-01T02:39:05
56,2,2016-01-01T02:39:05,2016-01-01T02:39:50
23,2,2016-01-01T02:39:50,2016-01-01T02:40:24
33,2,2016-01-01T02:40:24,2016-01-01T02:40:54
72,2,2016-01-01T02:40:54,2016-01-01T02:41:30
88,2,2016-01-01T02:41:30,2016-01-01T02:41:49
67,2,2016-01-01T02:41:49,2016-01-01T02:42:27
92,2,2016-01-01T02:42:27,2016-01-01T02:43:10
35,2,2016-01-01T02:43:10,2016-01-01T02:43:33
13,2,2016-01-01T02:43:33,2016-01-01T02:44:12
30,2,2016-01-01T02:44:12,2016-01-01T02:44:44
61,2,2016-01-01T02:44:44,2016-01-01T02:45:11
25,2,2016-01-01T02:45:11,2016-01-01T02:45:53
72,2,2016-01-01T02:45:53,2016-01-01T02:46:29
65,2,2016-01-01T02:46:29,2016-01-01T02:47:03
71,2,2016-01-01T02:47:03,2016-01-01T02:47:18
26,2,2016-01-01T02:47:18,2016-01-01T02:47:41
22,2,2016-01-01T02:47:41,2016-01-01T02:48:18
88,2,2016-01-01T02:48:18,2016-01-01T02:48:37
87,2,2016-01-01T02:48:37,2016-01-01T02:49:05
94,2,2016-01-01T02:49:05,2016-01-01T02:49:37
75,2,2016-01-01T02:49:37,2016-01-01T02:50:00
83,2,2016-01-01T02:50:00,2016-01-01T02:50:32
59,2,2016-01-01T02:50:32,2016-01-01T02:51:00
59,2,2016-01-01T02:51:00,2016-01-01T02:51:28
76,2,2016-01-01T02:51:28,2016-01-01T02:52:08
11,2,2016-01-01T02:52:08,2016-01-01T02:52:30
48,2,2016-01-01T02:52:30,2016-01-01T02:53:01
38,2,2016-01-01T02:53:01,2016-01-01T02:53:24
99,2,2016-01-01T02:53:24,2016-01-01T02:53:43
77,2,2016-01-01T02:53:43,2016-01-01T02:54:12
45,2,2016-01-01T02:54:12,2016-01-01T02:54:28
78,2,2016-01-01T02:54:28,2016-01-01T02:54:55
45,2,2016-01-01T02:54:55,2016-01-01T02:55:11
42,2,2016-01-01T02:55:11,2016-01-01T02:55:46
55,2,2016-01-01T02:55:46,2016-01-01T02:56:24
66,2,2016-01-01T02:56:24,2016-01-01T02:56:51
15,2,2016-01-01T02:56:51,2016-01-01T02:57:28
83,2,2016-01-01T02:57:28,2016-01-01T02:58:00
59,2,2016-01-01T02:58:00,2016-01-01T02:58:28
92,2,2016-01-01T02:58:28,2016-01-01T02:59:11
43,2,2016-01-01T02:59:11,2016-01-01T02:59:40
50,2,2016-01-01T02:59:40,2016-01-01T03:00:07
60,2,2016-01-01T03:00:07,2016-01-01T03:00:30
66,2,2016-01-01T03:00:30,2016-01-01T03:00:57
74,2,2016-01-01T03:00:57,2016-01-01T03:01:38
41,2,2016-01-01T03:01:38,2016-01-01T03:02:13
97,2,2016-01-01T03:02:13,2016-01-01T03:02:52
24,2,2016-01-01T03:02:52,2016-01-01T03:03:31
89,2,2016-01-01T03:03:31,2016-01-01T03:04:07
60,2,2016-01-01T03:04:07,2016-01-01T03:04:30
94,2,2016-01-01T03:04:30,2016-01-01T03:05:02
43,2,2016-01-01T03:05:02,2016-01-01T03:05:31
42,2,2016-01-01T03:05:31,2016-01-01T03:06:06
88,2,2016-01-01T03:06:06,2016-01-01T03:06:25
44,2,2016-01-01T03:06:25,2016-01-01T03:06:42
62,2,2016-01-01T03:06:42,2016-01-01T03:07:06
43,2,2016-01-01T03:07:06,2016-01-01T03:07:35
6,2,2016-01-01T03:07:35,2016-01-01T03:07:54
21,2,2016-01-01T03:07:54,2016-01-01T03:08:15
2,2,2016-01-01T03:08:15,2016-01-01T03:08:49
38,2,2016-01-01T03:08:49,2016-01-01T03:09:12
64,2,2016-01-01T03:09:12,2016-01-01T03:09:27
36,2,2016-01-01T03:09:27,2016-01-01T03:09:53
64,2,2016-01-01T03:09:53,2016-01-01T03:10:08
58,2,2016-01-01T03:10:08,2016-01-01T03:10:53
50,2,2016-01-01T03:10:53,2016-01-01T03:11:20
90,2,2016-01-01T03:11:20,2016-01-01T03:11:56
80,2,2016-01-01T03:11:56,2016-01-01T03:12:14
5,2,2016-01-01T03:12:14,2016-01-01T03:12:32
44,2,2016-01-01T03:12:32,2016-01-01T03:12:49
77,2,2016-01-01T03:12:49,2016-01-01T03:13:18
66,2,2016-01-01T03:13:18,2016-01-01T03:13:45
60,2,2016-01-01T03:13:45,2016-01-01T03:14:08
16,2,2016-01-01T03:14:08,2016-01-01T03:14:46
31,2,2016-01-01T03:14:46,2016-01-01T03:15:10
31,2,2016-01-01T03:15:10,2016-01-01T03:15:34
2,2,2016-01-01T03:15:34,2016-01-01T03:16:08
5,2,2016-01-01T03:16:08,2016-01-01T03:16:26
62,2,2016-01-01T03:16:26,2016-01-01T03:16:50
98,2,2016-01-01T03:16:50,2016-01-01T03:17:12
53,2,2016-01-01T03:17:12,2016-01-01T03:17:35
49,2,2016-01-01T03:17:35,2016-01-01T03:18:13
20,2,2016-01-01T03:18:13,2016-01-01T03:18:47
66,2,2016-01-01T03:18:47,2016-01-01T03:19:14
95,2,2016-01-01T03:19:14,2016-01-01T03:19:48
22,2,2016-01-01T03:19:48,2016-01-01T03:20:25
71,2,2016-01-01T03:20:25,2016-01-01T03:20:40
1,2,2016-01-01T03:20:40,2016-01-01T03:21:20
34,2,2016-01-01T03:21:20,2016-01-01T03:21:56
98,2,2016-01-01T03:21:56,2016-01-01T03:22:18
31,2,2016-01-01T03:22:18,2016-01-01T03:22:42
3,2,2016-01-01T03:22:42,2016-01-01T03:23:19
75,2,2016-01-01T03:23:19,2016-01-01T03:23:42
89,2,2016-01-01T03:23:42,2016-01-01T03:24:18
30,2,2016-01-01T03:24:18,2016-01-01T03:24:50
29,2,2016-01-01T03:24:50,2016-01-01T03:25:29
24,2,2016-01-01T03:25:29,2016-01-01T03:26:08
91,2,2016-01-01T03:26:08,2016-01-01T03:26:35
93,2,2016-01-01T03:26:35,2016-01-01T03:26:51
92,2,2016-01-01T03:26:51,2016-01-01T03:27:34
62,2,2016-01-01T03:27:34,2016-01-01T03:27:58
37,2,2016-01-01T03:27:58,2016-01-01T03:28:27
12,2,2016-01-01T03:28:27,2016-01-01T03:29:12
42,2,2016-01-01T03:29:12,2016-01-01T03:29:47
15,2,2016-01-01T03:29:47,2016-01-01T03:30:24
51,2,2016-01-01T03:30:24,2016-01-01T03:31:06
34,2,2016-01-01T03:31:06,2016-01-01T03:31:42
89,2,2016-01-01T03:31:42,2016-01-01T03:32:18
31,2,2016-01-01T03:32:18,2016-01-01T03:32:42
60,2,2016-01-01T03:32:42,2016-01-01T03:33:05
97,2,2016-01-01T03:33:05,2016-01-01T03:33:44
39,2,2016-01-01T03:33:44,2016-01-01T03:34:10
13,2,2016-01-01T03:34:10,2016-01-01T03:34:49
31,2,2016-01-01T03:34:49,2016-01-01T03:35:13
75,2,2016-01-01T03:35:13,2016-01-01T03:35:36
97,2,2016-01-01T03:35:36,2016-01-01T03:36:15
14,2,2016-01-01T03:36:15,2016-01-01T03:36:40
8,2,2016-01-01T03:36:40,2016-01-01T03:37:13
19,2,2016-01-01T03:37:13,2016-01-01T03:37:58
45,2,2016-01-01T03:37:58,2016-01-01T03:38:14
37,2,2016-01-01T03:38:14,2016-01-01T03:38:43
13,2,2016-01-01T03:38:43,2016-01-01T03:39:22
81,2,2016-01-01T03:39:22,2016-01-01T03:39:44
54,2,2016-01-01T03:39:44,2016-01-01T03:40:20
33,2,2016-01-01T03:40:20,2016-01-01T03:40:50
93,2,2016-01-01T03:40:50,2016-01-01T03:41:06
38,2,2016-01-01T03:41:06,2016-01-01T03:41:29
82,2,2016-01-01T03:41:29,2016-01-01T03:42:04
3,2,2016-01-01T03:42:04,2016-01-01T03:42:41
70,2,2016-01-01T03:42:41,2016-01-01T03:42:59
36,2,2016-01-01T03:42:59,2016-01-01T03:43:25
94,2,2016-01-01T03:43:25,2016-01-01T03:43:57
70,2,2016-01-01T03:43:57,2016-01-01T03:44:15
79,2,2016-01-01T03:44:15,2016-01-01T03:44:39
8,2,2016-01-01T03:44:39,2016-01-01T03:45:12
72,2,2016-01-01T03:45:12,2016-01-01T03:45:48
40,2,2016-01-01T03:45:48,2016-01-01T03:46:25
66,2,2016-01-01T03:46:25,2016-01-01T03:46:52
89,2,2016-01-01T03:46:52,2016-01-01T03:47:28
82,2,2016-01-01T03:47:28,2016-01-01T03:48:03
22,2,2016-01-01T03:48:03,2016-01-01T03:48:40
7,2,2016-01-01T03:48:40,2016-01-01T03:49:08
16,2,2016-01-01T03:49:08,2016-01-01T03:49:46
64,2,2016-01-01T03:49:46,2016-01-01T03:50:01
60,2,2016-01-01T03:50:01,2016-01-01T03:50:24
91,2,2016-01-01T03:50:24,2016-01-01T03:50:51
76,2,2016-01-01T03:50:51,2016-01-01T03:51:31
27,2,2016-01-01T03:51:31,2016-01-01T03:52:04
22,2,2016-01-01T03:52:04,2016-01-01T03:52:41
37,2,2016-01-01T03:52:41,2016-01-01T03:53:10
3,2,2016-01-01T03:53:10,2016-01-01T03:53:47
56,2,2016-01-01T03:53:47,2016-01-01T03:54:32
33,2,2016-01-01T03:54:32,2016-01-01T03:55:02
